PdEId;PdEVersion;ZdCId;ZdCVersion;ZdAId;ZdAVersion;ArRId;ArRVersion;ArTId;ArTVersion
;;65281;1292918;46889;1292917-1292918;32421;1292916-1292917;50000840;994199-1292916
;;67082;856189;416798;684599-856189;416797;871668-684599;50165810;1313194-871668
;;66741;1087895;55090;1325801-1087895;12479;1325800-1325801;50095148;1398123-1325800
;;67082;856189;54130;54130-856189;29755;1285557-54130;50165816;1313837-1285557
;;66741;1087895;55090;1325801-1087895;484083;1398063-1325801;50173968;1398062-1398063
;;67082;856189;54130;54130-856189;29753;862606-54130;50165815;1313836-862606
;;65419;1243871;56975;861632-1243871;484097;1398119-861632;50173954;1398118-1398119
;;66242;66242;43666;43666-66242;13491;1293752-43666;50167875;1326172-1293752
;;65419;1243871;56975;861632-1243871;17908;1323832-861632;50000207;1311685-1323832
;;66242;66242;43666;43666-66242;13491;1293752-43666;50165089;1310776-1293752
;;65589;861771;46969;46969-861771;17921;1316268-46969;50000086;1311792-1316268
;;66097;871140;44226;871139-871140;13488;1300122-871139;50167906;1385861-1300122
;;65686;1322198;56958;1322197-1322198;484077;1398039-1322197;50181896;1398038-1398039
;;479943;1209795;43943;43943-1209795;32899;1299990-43943;50165092;1310815-1299990
;;70821;70821;54659;54659-70821;23805;1350818-54659;50124136;1364542-1350818
;;479943;1209795;43943;43943-1209795;423224;771916-43943;50166967;1386789-771916
;;70821;70821;54659;54659-70821;34245;1350821-54659;50012762;1029460-1350821
;;425947;839584;47849;839583-839584;32896;1274741-839583;50165094;1310760-1274741
;;64547;1353924;53830;1353923-1353924;32316;32316-1353923;50012959;1362188-32316
;;425947;839584;47849;839583-839584;32896;1274741-839583;50167834;1385932-1274741
;;65399;1091362;473266;1360567-1091362;417878;1274965-1360567;50171442;1372238-1274965
;;66367;66367;46904;1292759-66367;13570;1292769-1292759;50166964;1386792-1292769
;;65399;1091362;43116;1091361-1091362;471261;1376212-1091361;50118072;1256408-1376212
;;66556;66556;54125;54125-66556;32863;1333050-54125;50167782;1385983-1333050
;;65399;1091362;43116;1091361-1091362;41167;1091363-1091361;50024656;412065-1091363
;;65664;65664;46933;46933-65664;32741;32741-46933;50167713;1386050-32741
;;65399;1091362;43116;1091361-1091362;472832;1081892-1091361;50116140;1178895-1081892
;;413506;591707;413508;591713-591707;413484;1285305-591713;50167779;1385986-1285305
;;422804;1359091;47642;47642-1359091;427912;1359085-47642;50125897;1261689-1359085
;;413521;1285300;44392;1285299-1285300;32822;1285298-1285299;50165729;1313972-1285298
;;422804;1359091;47642;47642-1359091;7462;7462-47642;50171551;1372160-7462
;;66675;66675;44019;1285422-66675;32832;32832-1285422;50165767;1313362-32832
;;64884;1320690;42170;42170-1320690;23964;1320678-42170;50125895;1269613-1320678
;;66675;66675;44019;1285422-66675;413509;1328701-1285422;50165768;1313365-1328701
;;60522;1337830;473374;1375549-1337830;21530;970467-1375549;50096107;1248847-970467
;;413527;591807;413526;591805-591807;32829;1285325-591805;50165737;1314101-1285325
;;60522;1337830;473374;1375549-1337830;21530;970467-1375549;50101859;1214003-970467
;;413555;591916;413554;591914-591916;413553;887429-591914;50167773;1385992-887429
;;73626;655322;473219;1229753-655322;39396;39396-1229753;50144517;1259863-39396
;;413555;591916;413554;591914-591916;481155;1285320-591914;50165735;1314064-1285320
;;73626;655322;473219;1229753-655322;39798;1256214-1229753;50114950;1260822-1256214
;;478387;1157529;478386;1157527-1157529;478388;1283772-1157527;50165547;1313275-1283772
;;73626;655322;473218;1317361-655322;22839;1311901-1317361;50180684;1393888-1311901
;;425796;1138542;54089;54089-1138542;32758;1257498-54089;50167744;1386019-1257498
;;73626;655322;473218;1317361-655322;22839;1311901-1317361;50142399;1260071-1311901
;;425796;1138542;54089;54089-1138542;32757;1257501-54089;50164898;1310848-1257501
;;73626;655322;473216;1316098-655322;471296;1311910-1316098;50118032;1075672-1311910
;;425796;1138542;44714;44714-1138542;411946;1257507-44714;50164897;1310874-1257507
;;73626;655322;470195;1347557-655322;470747;1073577-1347557;50118588;1200593-1073577
;;425796;1138542;44714;44714-1138542;477165;1257511-44714;50117359;1136558-1257511
;;73626;655322;470195;1347557-655322;472348;1079908-1347557;50118911;1111059-1079908
;;425796;1138542;44714;44714-1138542;477165;1257511-44714;50164896;1310873-1257511
;;73626;655322;470195;1347557-655322;472088;1078854-1347557;50117093;1110902-1078854
;;66139;66139;54090;54090-66139;40450;1298258-54090;50167746;1386017-1298258
;;73626;655322;470195;1347557-655322;472128;1079014-1347557;50117086;1200536-1079014
;;66935;1285232;46796;46796-1285232;9006;9006-46796;50064825;1198587-9006
;;73626;655322;470195;1347557-655322;472510;1080563-1347557;50116560;1200429-1080563
;;66816;1096827;44496;1096828-1096827;10127;1250425-1096828;50065006;1198316-1250425
;;73626;655322;470195;1347557-655322;471094;1074901-1347557;50118242;1136198-1074901
;;66816;1096827;44496;1096828-1096827;8664;1317499-1096828;50064321;1198209-1317499
;;73626;655322;470195;1347557-655322;470751;1073593-1347557;50118478;1136184-1073593
;;66816;1096827;473332;1285270-1096827;29579;1317484-1285270;50165716;1313980-1317484
;;73626;655322;470195;1347557-655322;41396;1107728-1347557;50025211;488568-1107728
;;66816;1096827;44411;1096826-1096827;471411;1076107-1096826;50117939;1295476-1076107
;;73626;655322;470195;1347557-655322;41396;1107728-1347557;50024923;412895-1107728
;;66816;1096827;44411;1096826-1096827;470796;1073761-1096826;50118500;1295429-1073761
;;69558;69558;56569;56569-69558;17206;1383050-56569;50004451;1213906-1383050
;;66816;1096827;44411;1096826-1096827;470651;1073225-1096826;50118639;1110079-1073225
;;69558;69558;56569;56569-69558;17205;1383047-56569;50004450;1209668-1383047
;;422826;761855;422522;759247-761855;419251;1283804-759247;50165554;1313213-1283804
;;69551;69551;56570;56570-69551;17218;1383133-56570;50181051;1397366-1383133
;;64811;1113492;54110;1113491-1113492;32804;32804-1113491;50009429;1036597-32804
;;69551;69551;56570;56570-69551;17218;1383133-56570;50004479;1142516-1383133
;;64811;1113492;54110;1113491-1113492;13379;1298102-1113491;50167328;1386431-1298102
;;69551;69551;56570;56570-69551;17217;1383130-56570;50181050;1397368-1383130
;;65143;65143;54103;54103-65143;32799;1299669-54103;50164877;1310780-1299669
;;69605;1363112;56574;1363113-1363112;17260;17260-1363113;50181060;1397352-17260
;;65272;65272;54098;54098-65272;32788;32788-54098;50164885;1310843-32788
;;69605;1363112;56574;1363113-1363112;17260;17260-1363113;50004488;1142405-17260
;;66279;66279;54094;54094-66279;32773;32773-54094;50167759;1386004-32773
;;69568;1209691;474205;1200088-1209691;13176;1376472-1200088;50180153;1397450-1376472
;;65821;65821;54080;54080-65821;32746;32746-54080;50167721;1386042-32746
;;69568;1209691;474205;1200088-1209691;17214;1376484-1200088;50117719;1076934-1376484
;;65901;65901;54074;54074-65901;32722;32722-54074;50167701;1386062-32722
;;69568;1209691;474205;1200088-1209691;2628;1087363-1200088;50025063;1032233-1087363
;;73908;73908;54073;54073-73908;32718;1249448-54073;50167695;1386068-1249448
;;69568;1209691;474205;1200088-1209691;13180;1376465-1200088;50004472;1215646-1376465
;;73908;73908;54073;54073-73908;32719;1249455-54073;50167696;1386067-1249455
;;69568;1209691;474205;1200088-1209691;13180;1376465-1200088;50181073;1397340-1376465
;;65836;65836;54067;54067-65836;32703;1293766-54067;50167674;1386089-1293766
;;69568;1209691;45067;1109914-1209691;470949;1074341-1109914;50118371;1110242-1074341
;;481027;1272650;46931;46931-1272650;32700;1272647-46931;50167678;1386085-1272647
;;69568;1209691;45067;1109914-1209691;470943;1074317-1109914;50118392;1110237-1074317
;;481027;1272650;46931;46931-1272650;32699;1272644-46931;50167677;1386086-1272644
;;69560;69560;56573;56573-69560;17230;1383258-56573;50004486;1215643-1383258
;;65672;65672;54066;54066-65672;32695;32695-54066;50167670;1386092-32695
;;69570;69570;56577;56577-69570;17244;1383522-56577;50181056;1397356-1383522
;;482086;1293233;46937;1293232-1293233;32960;1037031-1293232;50167741;1386022-1037031
;;69583;69583;56578;56578-69583;17210;1383086-56578;50181047;1397370-1383086
;;73909;73909;54133;54133-73909;32970;1294304-54133;50167739;1386024-1294304
;;69593;69593;56546;56546-69593;17157;1383136-56546;50004365;1197203-1383136
;;423055;767311;58602;58602-767311;32710;1294176-58602;50167728;1386035-1294176
;;63180;63180;56493;56493-63180;17046;17046-56493;50181032;1397400-17046
;;423055;767311;58602;58602-767311;32710;1294176-58602;50167294;1386464-1294176
;;63172;972161;56492;56492-972161;17045;1395367-56492;50180083;1395180-1395367
;;423055;767311;58602;58602-767311;32962;876031-58602;50167295;1386463-876031
;;63233;63233;56497;56497-63233;17055;1376095-56497;50181036;1397392-1376095
;;423055;767311;58602;58602-767311;32962;876031-58602;50167729;1386034-876031
;;63233;63233;56497;56497-63233;17056;1383732-56497;50004189;1197168-1383732
;;65547;1293236;46935;46935-1293236;32925;32925-46935;50167720;1386043-32925
;;67453;1009838;56415;1009837-1009838;17069;1236918-1009837;50004205;1237196-1236918
;;65598;1209917;46938;46938-1209917;32697;32697-46938;50167671;1386091-32697
;;60260;1307479;48118;1307478-1307479;2916;1397793-1307478;50093305;1379488-1397793
;;65598;1209917;42741;1209924-1209917;32928;1244061-1209924;50167690;1386073-1244061
;;60327;828166;48206;828165-828166;3132;1397790-828165;50093534;1379455-1397790
;;65598;1209917;42741;1209924-1209917;423053;1244056-1209924;50167290;1386468-1244056
;;67381;67381;56857;56857-67381;417132;1397781-56857;50165350;1379296-1397781
;;65598;1209917;42741;1209924-1209917;423053;1244056-1209924;50164907;1310654-1244056
;;69677;1119822;473449;1251261-1119822;29360;1251260-1251261;50125114;1331181-1251260
;;74204;74204;59128;59128-74204;411945;444153-59128;50167684;1386079-444153
;;69677;1119822;47907;1119821-1119822;472299;1079709-1119821;50116421;1295576-1079709
;;64900;64900;42238;42238-64900;423087;1292147-42238;50167661;1386101-1292147
;;69677;1119822;47907;1119821-1119822;41326;1096672-1119821;50024839;412629-1096672
;;67076;1119743;44161;1119742-1119743;471475;1076367-1119742;50117840;1110529-1076367
;;73362;1142295;477295;1397769-1142295;19139;1397759-1397769;50116692;1381021-1397759
;;67076;1119743;473391;1095092-1119743;29750;886634-1095092;50165630;1313929-886634
;;73362;1142295;477295;1397769-1142295;19139;1397759-1397769;50153180;1207897-1397759
;;66393;66393;54055;54055-66393;32389;32389-54055;50167653;1386109-32389
;;70889;1397755;50974;1397756-1397755;23753;1397758-1397756;50124129;1383470-1397758
;;66353;826016;426755;876585-826016;32866;1292911-876585;50167635;1386127-1292911
;;481037;1273094;43256;1273087-1273094;19037;1397745-1273087;50005238;1151294-1397745
;;66410;66410;54054;54054-66410;32393;1295203-54054;50167649;1386113-1295203
;;72031;72031;463606;1347685-72031;463605;1347684-1347685;50146982;1259577-1347684
;;66281;66281;44416;44416-66281;13666;862726-44416;50024763;413109-862726
;;420960;744290;46963;744289-744290;18430;1325416-744289;50117121;1078127-1325416
;;66281;66281;44416;44416-66281;13666;862726-44416;50117986;1075758-862726
;;420960;744290;46963;744289-744290;18429;1098130-744289;50094949;1321769-1098130
;;66297;66297;43018;43018-66297;13576;1293272-43018;50167637;1386125-1293272
;;424296;1183909;46847;1183908-1183909;472428;1080228-1183908;50118806;1136654-1080228
;;66283;66283;42227;1098419-66283;470811;1098414-1098419;50117725;1076896-1098414
;;424296;1183909;473618;1100483-1183909;5925;1378276-1100483;50162840;1183922-1378276
;;66283;66283;42227;1098419-66283;41256;1292132-1098419;50024764;413087-1292132
;;424296;1183909;473618;1100483-1183909;5925;1378276-1100483;50116839;1382397-1378276
;;66283;66283;42227;1098419-66283;471527;1098409-1098419;50166780;1386974-1098409
;;424296;1183909;473618;1100483-1183909;5925;1378276-1100483;50117608;1382339-1378276
;;66362;66362;54046;54046-66362;32377;32377-54046;50167626;1386136-32377
;;63980;758335;43038;1155847-758335;25583;1087450-1155847;50124642;1331291-1087450
;;66411;66411;54043;54043-66411;32642;32642-54043;50167622;1386140-32642
;;70584;1119871;43214;1119870-1119871;471812;1138321-1119870;50117623;1136231-1138321
;;474258;1113402;474257;1113396-1113402;32615;1298336-1113396;50167615;1386147-1298336
;;70584;1119871;43214;1119870-1119871;472047;1078672-1119870;50117046;1110877-1078672
;;66301;66301;54032;54032-66301;32612;1294084-54032;50167610;1386152-1294084
;;70584;1119871;473597;1099904-1119871;28754;889149-1099904;50123099;1264913-889149
;;66212;66212;54028;54028-66212;32604;1292352-54028;50167603;1386159-1292352
;;63880;63880;473606;1257208-63880;4268;1257166-1257208;50062275;1242456-1257166
;;67155;67155;413565;663532-67155;413564;1304272-663532;50165497;1313160-1304272
;;63880;63880;477262;1257102-63880;482376;1308615-1257102;50169610;1304511-1308615
;;66916;66916;47837;47837-66916;32596;32596-47837;50165550;1313437-32596
;;63880;63880;477262;1257102-63880;479497;1308624-1257102;50108775;1339025-1308624
;;67167;889628;59375;1114730-889628;32938;1277758-1114730;50165492;1314021-1277758
;;63880;63880;477262;1257102-63880;477080;1308602-1257102;50116801;1382521-1308602
;;64743;64743;54025;54025-64743;32594;1300070-54025;50164930;1310842-1300070
;;63880;63880;477262;1257102-63880;477080;1308602-1257102;50116827;1382439-1308602
;;66427;1324388;54020;1324386-1324388;32906;1324387-1324386;50167596;1386166-1324387
;;63880;63880;477262;1257102-63880;477497;1308605-1257102;50160081;1242404-1308605
;;66485;66485;54019;54019-66485;32587;32587-54019;50167595;1386167-32587
;;63880;63880;477262;1257102-63880;477886;1308595-1257102;50116826;1382443-1308595
;;65393;1206994;422760;761314-1206994;422759;1299624-761314;50164840;1310767-1299624
;;63880;63880;477262;1257102-63880;477886;1308595-1257102;50090875;1294329-1308595
;;482071;1292336;478872;1183566-1292336;478871;1292328-1183566;50166767;1386987-1292328
;;63880;63880;477262;1257102-63880;477194;1257113-1257102;50115957;1204477-1257113
;;65161;65161;43787;43787-65161;32539;1293986-43787;50167580;1386182-1293986
;;63880;63880;477262;1257102-63880;477887;1308592-1257102;50116828;1382435-1308592
;;65060;65060;44240;44240-65060;13438;1293743-44240;50167579;1386183-1293743
;;63880;63880;46702;1257200-63880;20266;1257205-1257200;50076572;1163668-1257205
;;65060;65060;44240;44240-65060;13438;1293743-44240;50167243;1386515-1293743
;;63880;63880;46702;1257200-63880;20266;1257205-1257200;50061477;1242635-1257205
;;65167;771838;44749;771836-771838;32536;1297901-771836;50167241;1386517-1297901
;;63880;63880;43219;43219-63880;472104;1078918-43219;50117108;1295534-1078918
;;65223;65223;53992;53992-65223;32517;1298403-53992;50164962;1310586-1298403
;;64145;1119879;419208;719023-1119879;5679;1397674-719023;50116847;1382365-1397674
;;65436;65436;53981;53981-65436;32505;32505-53981;50164971;1310597-32505
;;64145;1119879;43221;1119878-1119879;471493;1076443-1119878;50117829;1110541-1076443
;;65869;65869;54071;54071-65869;32715;1292907-54071;50167692;1386071-1292907
;;463850;1099711;43209;1099710-1099711;41250;1099638-1099710;50024752;413143-1099638
;;413545;591880;413547;591886-591880;413546;1298311-591886;50167569;1386192-1298311
;;463850;1099711;473590;1375520-1099711;483765;1382496-1375520;50116809;1382495-1382496
;;67198;1282801;44386;1282800-1282801;41743;1282798-1282800;50165423;1313970-1282798
;;64194;1119863;47959;1119862-1119863;472649;1081136-1119862;50118674;1111257-1081136
;;65925;1246509;47819;1246510-1246509;32707;1246491-1246510;50167686;1386077-1246491
;;70829;70829;473577;1099438-70829;25498;1397653-1099438;50141552;1264276-1397653
;;65925;1246509;47819;1246510-1246509;32706;1292829-1246510;50167685;1386078-1292829
;;70829;70829;473577;1099438-70829;25498;1397653-1099438;50117958;1075895-1397653
;;65336;65336;42811;42811-65336;19885;767017-42811;50167564;1386197-767017
;;426083;1119844;474203;1109854-1119844;426446;1397634-1109854;50146566;1266180-1397634
;;65336;65336;42811;42811-65336;14134;1295197-42811;50167229;1386529-1295197
;;70686;1209690;473578;1230081-1209690;34333;1397609-1230081;50160915;1275312-1397609
;;66834;841013;473084;1326130-841013;41525;1326131-1326130;50025137;1032090-1326131
;;73731;1097638;480909;1255576-1097638;480908;1274455-1255576;50116710;1272869-1274455
;;66834;841013;473084;1326130-841013;413538;1326125-1326130;50165371;1313385-1326125
;;73749;1097579;473469;1097589-1097579;24919;1397544-1097589;50067430;1275738-1397544
;;66834;841013;43104;43104-841013;40918;1088272-43104;50024679;412199-1088272
;;71422;1097268;43184;1097267-1097268;470869;1074032-1097267;50118432;1110198-1074032
;;66834;841013;43104;43104-841013;472468;1080390-43104;50118840;1136656-1080390
;;71422;1097268;473480;1097255-1097268;39349;1397526-1097255;50123700;1264806-1397526
;;64800;64800;54096;54096-64800;32785;1298811-54096;50164888;1310607-1298811
;;71422;1097268;462353;1017692-1097268;22298;828897-1017692;50143955;1330355-828897
;;64834;64834;414968;631939-64834;32451;1299328-631939;50164988;1310674-1299328
;;64195;1119820;46846;1326604-1119820;5800;773481-1326604;50067265;1275873-773481
;;67056;1087802;45024;45024-1087802;29759;29759-45024;50117537;1077408-29759
;;64199;1119818;47885;1119817-1119818;472978;1082488-1119817;50116254;1111461-1082488
;;67056;1087802;46801;1087788-1087802;472168;1079178-1087788;50116662;1110954-1079178
;;64199;1119818;473328;1096544-1119818;5830;1302550-1096544;50112633;1241926-1302550
;;67203;67203;42943;42943-67203;417052;685969-42943;50165324;1313294-685969
;;64199;1119818;473328;1096544-1119818;13913;1397512-1096544;50002033;1196490-1397512
;;413613;592151;413615;592157-592151;413611;669596-592157;50165320;1314052-669596
;;72787;1119816;43179;1119815-1119816;472696;1081324-1119815;50118697;1136666-1081324
;;65200;65200;53945;53945-65200;32423;1292933-53945;50167546;1386215-1292933
;;72787;1119816;426089;1183910-1119816;471933;1078204-1183910;50117169;1269818-1078204
;;65200;65200;53945;53945-65200;32424;1292928-53945;50167545;1386216-1292928
;;72787;1119816;473440;1096325-1119816;426426;1316119-1096325;50146581;1305931-1316119
;;66137;66137;42166;42166-66137;13452;1292099-42166;50167667;1386095-1292099
;;72787;1119816;473440;1096325-1119816;413323;717023-1096325;50117549;1200501-717023
;;66137;66137;42166;42166-66137;13452;1292099-42166;50117375;1136496-1292099
;;64175;1119797;473315;1378200-1119797;35676;1378194-1378200;50116618;1382582-1378194
;;65519;1298044;46924;1298043-1298044;13363;1298045-1298043;50167104;1386652-1298045
;;64175;1119797;473315;1378200-1119797;35676;1378194-1378200;50010328;1029676-1378194
;;65512;771956;46923;46923-771956;13361;1297918-46923;50167094;1386662-1297918
;;64175;1119797;47921;1119796-1119797;41236;1106548-1119796;50024736;413071-1106548
;;65512;771956;46922;771955-771956;13360;1297572-771955;50167067;1386689-1297572
;;70515;1098325;43162;1098337-1098325;471180;1075229-1098337;50118124;1110366-1075229
;;65736;1293977;46908;1293976-1293977;13603;1293971-1293976;50167089;1386667-1293971
;;70515;1098325;43162;1098337-1098325;470767;1073655-1098337;50118494;1110141-1073655
;;65605;65605;54254;54254-65605;13320;13320-54254;50167088;1386668-13320
;;70515;1098325;473509;1098289-1098325;483774;1382546-1098289;50116793;1382545-1382546
;;65544;65544;54253;54253-65544;13365;840964-54253;50167084;1386672-840964
;;63240;1097783;471615;1076916-1097783;471614;1397479-1076916;50116813;1382481-1397479
;;65728;771958;54250;771959-771958;13313;1297778-771959;50167075;1386681-1297778
;;63240;1097783;471615;1076916-1097783;471614;1397479-1076916;50117714;1382335-1397479
;;65765;1294161;462218;1294160-1294161;477109;1136328-1294160;50117302;1136327-1136328
;;63240;1097783;473495;1097784-1097783;4554;1397330-1097784;50076443;1163782-1397330
;;65743;65743;54248;54248-65743;477160;1293922-54248;50117364;1136536-1293922
;;411496;1119729;411495;1119728-1119729;472176;1079212-1119728;50116671;1110961-1079212
;;65853;65853;54245;54245-65853;477136;1297857-54245;50167060;1386696-1297857
;;62653;62653;44221;44221-62653;2477;1371029-44221;50075791;1172623-1371029
;;65853;65853;54245;54245-65853;477128;1138546-54245;50167059;1386697-1138546
;;62653;62653;44221;44221-62653;2477;1371029-44221;50091789;1162730-1371029
;;424020;787047;46909;46909-787047;13306;787044-46909;50167057;1386699-787044
;;62653;62653;44221;44221-62653;2477;1371029-44221;50180593;1394112-1371029
;;65656;65656;54243;54243-65656;13304;1296246-54243;50167055;1386701-1296246
;;62653;62653;44221;44221-62653;2475;2475-44221;50180350;1394664-2475
;;65432;1192292;54240;1192291-1192292;13342;1297423-1192291;50167050;1386706-1297423
;;62653;62653;44221;44221-62653;422995;766496-44221;50110448;1162376-766496
;;65361;65361;54239;54239-65361;477152;1298630-54239;50167048;1386708-1298630
;;62658;763293;42930;42930-763293;41451;1333426-42930;50091740;1162626-1333426
;;65361;65361;54239;54239-65361;477129;1138604-54239;50167049;1386707-1138604
;;62658;763293;48004;48004-763293;2469;1333432-48004;50091781;1162722-1333432
;;65508;65508;54237;54237-65508;13352;1298201-54237;50167043;1386713-1298201
;;62664;765289;48003;765287-765289;2468;763458-765287;50180368;1394626-763458
;;65476;65476;54233;54233-65476;13351;1298060-54233;50167033;1386723-1298060
;;62675;765290;47987;765292-765290;2433;765291-765292;50091745;1162641-765291
;;65615;65615;54232;54232-65615;13552;787093-54232;50167032;1386724-787093
;;62679;62679;48009;48009-62679;2484;763488-48009;50159597;1196673-763488
;;65537;1187278;58965;1187277-1187278;479033;1187051-1187277;50117408;1187050-1187051
;;62695;62695;47974;47974-62695;2403;2403-47974;50091715;1162614-2403
;;65406;871016;54228;871015-871016;13519;1297512-871015;50167022;1386734-1297512
;;62698;62698;48010;48010-62698;2485;763491-48010;50180358;1394646-763491
;;65401;65401;54225;54225-65401;13534;1297640-54225;50167016;1386740-1297640
;;62615;62615;48014;48014-62615;2493;1353859-48014;50180551;1394202-1353859
;;65434;65434;54224;54224-65434;13532;1296296-54224;50167015;1386741-1296296
;;62616;763334;47998;47998-763334;2458;763320-47998;50091770;1162650-763320
;;65264;65264;54223;54223-65264;13521;1296294-54223;50167012;1386744-1296294
;;62616;763334;47981;47981-763334;2415;763314-47981;50091727;1162610-763314
;;425775;871014;46916;871013-871014;13343;871003-871013;50167007;1386749-871003
;;62607;62607;47978;47978-62607;2409;2409-47978;50180357;1394648-2409
;;65193;771961;54220;771963-771961;13523;1153240-771963;50167004;1386752-1153240
;;62801;62801;56445;56445-62801;17326;1395929-56445;50180218;1394914-1395929
;;64919;64919;54218;54218-64919;13455;1298129-54218;50117328;1136422-1298129
;;426056;843671;47992;47992-843671;2444;1395570-47992;50180539;1394226-1395570
;;64851;64851;54215;54215-64851;13454;846445-54215;50166996;1386760-846445
;;62776;62776;48011;48011-62776;2488;763305-48011;50091800;1162719-763305
;;65000;65000;54212;54212-65000;13642;1298010-54212;50166992;1386764-1298010
;;62776;62776;48011;48011-62776;422914;1395803-48011;50109796;1162576-1395803
;;64961;64961;54204;54204-64961;13625;1297865-54204;50166975;1386781-1297865
;;62712;62712;48036;48036-62712;2565;841624-48036;50091880;1162814-841624
;;64895;64895;54203;54203-64895;13640;846429-54203;50166974;1386782-846429
;;62712;62712;48036;48036-62712;2566;1395566-48036;50180485;1394358-1395566
;;65800;839253;43664;839252-839253;5511;5511-839252;50166957;1386799-5511
;;62720;62720;48015;48015-62720;2496;763515-48015;50180501;1394312-763515
;;65800;839253;43664;839252-839253;5511;5511-839252;50167853;1385913-5511
;;62744;62744;47995;47995-62744;2449;1395597-47995;50180550;1397419-1395597
;;65231;1306934;44346;1306933-1306934;13441;1293791-1306933;50167515;1386245-1293791
;;62755;62755;48032;48032-62755;2555;763615-48032;50091870;1162773-763615
;;65555;65555;44771;44771-65555;13562;1298450-44771;50166953;1386803-1298450
;;62758;62758;48002;48002-62758;2466;763452-48002;50180557;1394190-763452
;;65404;719482;43060;719481-719482;13494;1293639-719481;50167498;1386262-1293639
;;62758;62758;48002;48002-62758;2465;763449-48002;50091777;1162726-763449
;;65404;719482;43060;719481-719482;13494;1293639-719481;50165105;1310755-1293639
;;62761;62761;422910;763021-62761;2481;765463-763021;50091793;1162713-765463
;;65580;1293816;42762;42762-1293816;13443;1297450-42762;50166944;1386812-1297450
;;62761;62761;422910;763021-62761;422911;1395769-763021;50109789;1162592-1395769
;;65971;65971;42144;42144-65971;13485;1292087-42144;50167469;1386291-1292087
;;62766;790430;48055;48055-790430;2609;1382984-48055;50091924;1162673-1382984
;;65907;65907;42141;42141-65907;13484;1292085-42141;50167917;1385851-1292085
;;62766;790430;48055;48055-790430;422896;762821-48055;50180475;1402071-762821
;;65907;65907;42141;42141-65907;13484;1292085-42141;50167468;1386292-1292085
;;62906;740304;44870;44870-740304;2866;1363771-44870;50110456;1162384-1363771
;;64621;851485;44445;851484-851485;423110;768939-851484;50167461;1386299-768939
;;62906;740304;44870;44870-740304;17142;1363772-44870;50004311;1201278-1363772
;;64621;851485;44445;851484-851485;423110;768939-851484;50018133;1120156-768939
;;62921;62921;44949;44949-62921;2612;1395986-44949;50180591;1394116-1395986
;;64669;1011496;413645;1011495-1011496;423106;1011494-1011495;50166926;1386830-1011494
;;62923;62923;56586;56586-62923;17274;1237040-56586;50004553;1237193-1237040
;;64669;1011496;413645;1011495-1011496;13503;1011493-1011495;50018128;1120154-1011493
;;62923;62923;56586;56586-62923;17274;1237040-56586;50180172;1395006-1237040
;;64733;64733;43638;43638-64733;13505;1293653-43638;50167449;1386311-1293653
;;62811;62811;56438;56438-62811;17286;17286-56438;50180182;1394986-17286
;;64766;1291590;43584;1291596-1291590;13421;1293541-1291596;50018131;1191208-1293541
;;62811;62811;56438;56438-62811;17287;1237059-56438;50180183;1394984-1237059
;;64738;64738;46769;46769-64738;14152;14152-46769;50002053;1117767-14152
;;62818;62818;48045;48045-62818;2582;763681-48045;50180480;1394372-763681
;;64757;1295281;46766;1295280-1295281;427036;1295255-1295280;50167932;1385836-1295255
;;62830;62830;56439;56439-62830;17322;1271831-56439;50004578;1215594-1271831
;;64757;1295281;44591;44591-1295281;13426;13426-44591;50166914;1386842-13426
;;62834;62834;48040;48040-62834;2573;1327865-48040;50091888;1162792-1327865
;;65064;65064;43840;43840-65064;35020;1297936-43840;50167362;1386397-1297936
;;62827;62827;56527;56527-62827;17135;1383497-56527;50180124;1395100-1383497
;;64736;64736;42761;42761-64736;13413;13413-42761;50167359;1386400-13413
;;62839;62839;48033;48033-62839;2557;1382662-48033;50180431;1394490-1382662
;;64736;64736;42761;42761-64736;13414;1297444-42761;50166900;1386856-1297444
;;62839;62839;48033;48033-62839;2558;1395537-48033;50091873;1162806-1395537
;;64736;64736;42761;42761-64736;13414;1297444-42761;50167360;1386399-1297444
;;62854;62854;48051;48051-62854;2600;1395835-48051;50091915;1162686-1395835
;;64797;64797;42736;42736-64797;13412;1297432-42736;50166898;1386858-1297432
;;62849;1217708;56588;1217707-1217708;17294;1256641-1217707;50004558;1256503-1256641
;;64797;64797;42736;42736-64797;34883;771151-42736;50166899;1386857-771151
;;62864;765311;48038;765310-765311;2568;1382817-765310;50091883;1162811-1382817
;;64726;1297660;43311;43311-1297660;13418;1135593-43311;50166894;1386862-1135593
;;62874;62874;48034;48034-62874;422928;1349792-48034;50180455;1394428-1349792
;;64726;1297660;43311;43311-1297660;13418;1135593-43311;50167350;1386409-1135593
;;62874;62874;48034;48034-62874;2559;1349789-48034;50180457;1394424-1349789
;;64755;1298166;44456;1298165-1298166;13396;1298143-1298165;50167329;1386430-1298143
;;73678;659850;45731;45731-659850;17255;1383673-45731;50142320;1268450-1383673
;;64767;64767;42991;42991-64767;13395;1135676-42991;50166885;1386871-1135676
;;62928;740315;47681;1155194-740315;2867;1363776-1155194;50075784;1172628-1363776
;;64769;1294278;43707;43707-1294278;423037;1294263-43707;50167305;1386453-1294263
;;62928;740315;47681;1155194-740315;2867;1363776-1155194;50111534;1162840-1363776
